fold,accuracy,mean_accuracy
1,0.6666666666666666,0.7333333333333333
2,0.6666666666666666,0.7333333333333333
3,0.6666666666666666,0.7333333333333333
4,1.0,0.7333333333333333
5,0.6666666666666666,0.7333333333333333
