lambda,mean_acc,std_acc,mean_ess,std_ess
0.0,0.6515625,0.05574133434146213,32.156776428222656,3.4579226970672607
0.1,0.64375,0.056032565865753454,25.185659408569336,1.8822438716888428
0.5,0.63125,0.034375,18.423168182373047,1.400160551071167
1.0,0.6364583333333333,0.019941864290704842,16.06997299194336,1.2782343626022339
